"latlon",name
55.66527437.567994,"Парк Имени  70-летия Победы"
55.66539737.582437,"Детский Городок"
55.66562737.51368,"Киноклуб "Эльдар""
55.66570937.775442,"Детский Городок"
55.66581737.777495,"Лютики 1"
55.66582237.600414,"Wired structure"
55.66583637.547655,Дирижабль
55.66589637.528849,"Царевна лягушка"
55.66590437.440178,"All Russia Research Center Library"
55.66599937.762338,"Городские Дороги Рисунок"
55.66614337.76842,Клумбочек
55.66618337.786617,"Клевая Беседка 2"
55.66633537.744001,"Город в огне."
55.66636737.716615,Church
55.66650137.671921,"Брикет Опавших Листьев"
55.66679937.766778,"ВОВ Подводная Лодка"
55.66690937.5737,Царевна-лягушка
55.66708637.545936,Граффити
55.66711437.564741,"Парк Ветеранов ВОВ"
55.66717737.857567,"Кафе Вокруг Света"
55.66718437.668439,"Половецкая баба"
55.66718837.659494,"Схема Парка Садовники"
55.66719937.614797,Рыбки
55.6673537.49428,"Music Box"
55.66737337.528815,"Гуси Лебеди"
55.66744837.670298,"Подъезд церкви Вознесения"
55.66744937.66419,"Sign of Love"
55.66748237.453567,Горка-лазилка
55.66748837.477568,"Академия Народного Хозяйства"
55.667537.751469,"Р-н Люблино"
55.66752737.759221,"Каменный Цветок"
55.66784737.654801,"Центральная Библиотека Им. Л.Н. Толстого"
55.66808937.506317,Клумба
55.66815837.460345,"Baby's Tower"
55.66823637.626314,Небоскреб
55.66835237.396395,"Парк Мещерский"
55.6683937.787206,"Пятнашки И Дерево"
55.66840937.612321,Завитушки
55.66845537.535992,"Цветочная Сфера"
55.66850437.556422,"Вентиляционная Подземной Парковки"
55.66861837.541442,"Памятник Николаю Пилюгину"
55.66875337.591333,Якорь
55.66875537.867081,"Памятный камень"
55.66884837.777923,"Нет Рук - Нет Мячика"
55.66898137.453921,Пицца
55.6690237.763121,"Камень посв.Новороссийскому флоту"
55.6690537.473805,"Граффити "Весна""
55.66907837.51994,"собака и лошадь"
55.6690937.584801,"Сфера Цветов"
55.66919737.719631,Приход
55.66920537.562745,"Детский Замок"
55.6692637.765529,Amur
55.66926737.739762,"Люблинский литейно-механический завод"
55.66947937.479945,"Black Tortoise Building"
55.66949737.719835,"Николо Перервинский монастырь"
55.6695637.660702,Брюсофф
55.66968337.873606,"Разноцветный дом"
55.66980537.871061,"Grenada Mall"
55.66983137.521438,Площадка
55.6699137.468504,"По Морю-океану"
55.66996737.627633,Graffiti
55.6700237.547813,Амфора
55.67002337.753651,Баскетбол
55.670237.567373,"Пейзаж На Стене"
55.67020437.577537,Телега
55.67024337.868333,"Куча мороженого"
55.67024837.827057,"Алкогольное Граффити"
55.67031537.585029,"Memorials to Heroes of Black Sea"
55.67033337.454366,Тренажеры
55.6704637.472705,Mini-kremlin
55.67046637.769025,"Дерево И Лампочка"
55.67059937.467163,Стена
55.670737.528385,Бабочка
55.67082337.54671,"Ужасные Мусорные Контейнеры"
55.67103737.745114,"9 May"
55.67106837.404402,"Парк Мещерский"
55.67115237.651949,"Детская площадка с ежиком"
55.67120637.869942,Зуб
55.67137837.772509,"Писающие Под Зонтом"
55.67145237.486865,"МГИМО, библиотека им. Тюлина"
55.67153237.562135,"Большой цветок"
55.67161137.513136,"Фонтанчик На Детской Площадке"
55.67162637.497753,"Детская Площадка"
55.67163337.511787,"Шар В Фонтане"
55.67166237.498489,"Будь Добрей!"
55.67174337.451186,"Детский Смех"
55.67202337.870623,Фонтан
55.67206937.67957,"Голландский Домик Петра I"
55.6721537.747466,"Memorial of Lieutenant Sudakov"
55.67217337.488498,"МГИМО, главный вход"
55.672237.530579,Журавли
55.67234937.509394,Фонтанчик
55.6725637.451989,"Убежище Крыс"
55.67257837.611225,Скалолаз
55.67262537.793989,"Красный Поезд"
55.67270537.859551,"Теннисный клуб "Котельники 9""
55.67277437.570237,"Арка с граффити"
55.67292937.789811,Чудо
55.67297337.806945,Водопады
55.67315337.818258,"Green&Clean Energy"
55.67322437.794194,Цветы
55.67323737.7688,"Red Goes Faster"
55.67334837.771548,"Skeleton Car"
55.67335937.664636,"Лёгкая И Тяжёлая"
55.67341837.548127,Лягва
55.67352937.728378,"Depo Station"
55.67362337.677999,"Mokhovaya Tower"
55.67384537.590133,ЖТВ
55.67392237.524571,"Бывшая Стелла СССР-Оплот мира"
55.67395637.464368,"Цветочная Арка"
55.67397337.677566,"Проездные Ворота"
55.67400837.485957,"Титаник в МГИМО"
55.67403237.618738,1941-1945
55.67406237.759953,"Welcome Lions (Lublino)"
55.67422637.740415,Горка
55.67433337.572065,"Королевская Сова"
55.67440837.660019,"Железное Йолко"
55.67441737.539118,"Горка Скоморохов"
55.67448737.729124,"Женщина ждет поезд"
55.6745437.86104,"Нептун у ТЦ Грант"
55.6745837.733739,Фонтанчик
55.67461537.811421,"Мемориальная Доска Герою Шутову С.Ф."
55.67483737.404933,"Гнездо С Яйцами"
55.67485637.771876,"Ломаковский Автомузей"
55.67497237.553374,Голова
55.67500337.627218,"Почта России 115230"
55.67510837.686253,"Памятник цапле"
55.67533437.505486,"Октопус vs Кит"
55.67547437.555625,"У Лукоморья"
55.67560237.891538,"Спорткомплекс "Триумф""
55.67562637.687382,Зонтики
55.67570537.739734,"Детская Площадка"
55.67572337.607833,"Пригорная площадка"
55.67575337.764533,Кремль
55.67575537.612999,"Ship Graffiti - Moscow"
55.67578137.521533,"Фонтан Золотая Рыбка"
55.6759137.445564,"Памятник "Вечная слава""
55.6759937.486264,АТиСО
55.67601137.815393,"Памятник курсантам Кремлевцам"
55.67602937.876028,"Эмблема Фестиваля 1985"
55.67623537.69244,"Площадка Корабль"
55.67631337.46799,"Олимпийская Деревня 80"
55.67641737.466049,"На мирном посту"
55.67642537.600511,"Marble Statues"
55.67642737.767658,"Это Котики"
55.67647137.817622,"Гарнизонный Офицерский Клуб"
55.67661837.563914,"институт информации и общества"
55.67664137.752604,"Professor with an Umbrella "
55.67670537.505373,"Памятник Гагарину"
55.67671437.598094,"Площадка Детям"
55.67688337.466898,"Музей обороны Москвы"
55.67705937.657256,"Детская Площадка Истины"
55.67717737.671295,"Синий Против Зеленого"
55.67722337.722982,""Стэк""
55.67722737.763173,"Russian Post"
55.67724337.697772,"Площадка Паровоз"
55.67727237.540375,"Холмы И Горы"
55.67739537.646588,Проходная
55.6774337.753663,"Парк Им. А.П. Чехова"
55.67744737.817863,"Храм Святого Александра Невского"
55.67751337.687011,Мишка
55.67762737.741102,Бабочки-Цветочки
55.67768437.799907,Лошади
55.6776937.856272,"Район Жулебино"
55.67769537.51624,"Дон Кихот"
55.67769837.67771,"Граффити Шар"
55.67771637.661741,"Беседка "
55.6778737.821701,"Боевая Машина Пехоты БМП"
55.67788937.594443,"Птички Клумбочки"
55.6778937.830437,Ёлочка
55.67825437.450099,"Elena Kolesova"
55.6782837.765141,"Детская Горка"
55.67830937.573519,"Граффити Цветы"
55.67840537.895802,"Памятник воинам ВОВ"
55.6784137.880401,Тигра
55.67841137.565842,"Монумент Героям ВОВ "
55.67863337.608786,"Фонтан На Нагорной 2"
55.6786637.56299,"Joseph Broz Tito"
55.67869137.705532,"Беседка "
55.67887537.580717,"MIG-15 Aircraft"
55.67891737.719928,"Детская Площадка "
55.67895137.506591,"Wall Topia"
55.67897837.502971,"Вход В Парк 50ти Летия Октября"
55.6790837.746124,"White Fountain"
55.67909537.748039,"Детские горки"
55.67920237.481199,Колокольчики
55.67926437.750035,Фонтанчик
55.67932537.611779,"XM Burster lvl 17"
55.67935837.531349,"парк "Собачка""
55.67938537.514841,"Детская Площадка"
55.6794237.77893,"Церковь У Стройрынка"
55.67955837.398824,Указатель
55.67962837.819532,"Герой России Баландин А.В."
55.67990937.596747,"Двуглавый Орел На Флаге"
55.68014837.764457,"Дом Лейтенанта Хомичука"
55.68016737.725239,"Сказочная деревня"
55.68028537.636951,"Церковь Адвентистов Седьмого Дня"
55.68044237.718486,"Детский Двор"
55.68045537.739024,"Book World"
55.68049337.574821,Graffiti
55.68056237.683092,"Детская Площадка"
55.68056837.532812,"Ленин и Крупская"
55.68060537.689213,"Колледж Связи"
55.68063637.723873,Фрегат
55.68066537.46448,"Корабль Транспортник"
55.68075637.597783,Пушки
55.68080137.776105,"Кит Резиста"
55.68086237.889567,Velo
55.68088737.6769,"Detskaya Ploshadka"
55.680937.449501,"Памятная табличка Наташе Ковшовой"
55.68111537.851178,"Памятник Кузнецову"
55.68118337.676409,Матреха#1
55.68132537.584991,"Детская Площадка"
55.6814237.75552,"Сквер Им. Авдеева"
55.68144237.564668,"как Прекрасен Этот Мир"
55.68149137.49194,Якитория
55.68166737.866394,"Весёлый Апельсин"
55.68179737.653717,"Стол Чемпионов"
55.68181637.758431,"Звезда Победы"
55.68185637.50216,"Гигантское Яблоко"
55.68190737.716181,Чернобыль
55.68195737.491088,"Никулина Роща"
55.68197937.76941,"Арка У Дома"
55.68199137.756675,"Памятник лётчику Авдееву"
55.68203837.87974,"Мемориальная доска"
55.68204737.620967,"Платформа Нижние котлы"
55.68220137.549151,"Посвящается пожарным и спасателям"
55.68220237.897214,"Станция Люберцы-1"
55.68234437.546729,Graffity
55.68239937.870725,"Три Летчика"
55.68255137.45318,"Спешл Горка"
55.68268537.736528,"Голова Ленина На Высоте 3м"
55.68275537.555416,"Эмблема района "Академический""
55.68281137.530302,"Клумба - Античная Ваза"
55.68290237.626322,"WW2 Heroes Memorial"
55.68295837.539942,Boat
55.68296537.858732,"Сферические Качельки"
55.68306937.491954,"Памятник борцу Ивану Ярыгину"
55.68306937.569508,"Сквер М. Ю. Лермонтова на Проф"
55.68309137.79314,"Тренажеры "
55.68316237.734549,"Курская Битва"
55.68316337.51992,"Площадка на М.Ульяновой"
55.68318237.749594,"Овальный фонтан"
55.68326837.663013,"Alex Fitness"
55.68333637.60012,"Фонтан На Севаке"
55.68352637.55575,"Цветные Львы"
